bank,year,ori_item,pass1_code,pass2_final_code,agreement_with_pass1,coding_method,pdf_page,matched_rule,evidence_excerpt,adjudication_status,source_file,third_pass_final_code,third_pass_pdf_page,third_pass_evidence_excerpt,third_pass_adjudication
Guaranty Trust Bank (Ghana) Limited,2024,ORI1,1.0,1.0,True,independent_visual_review,50.0,operational risk management,"vascular disease, mental health, and how to manage pregnancy and work. Periodic seminars and webinars are also organized for employees on wellness, security and health to improve their awareness and well-being. We also partnered with Claron Health International to provide medical screening for all permanent staff. The Operational Risk Management (ORM) Group in conjunction with the Compliance Group, Information Security Group and the Human Resource Group also published several awareness slides on Compliance, Cybersecurity, Health and Safety during the period in line with our commitment to empower and support employees. In line with our drive for capacity building, we trained more than 700 employees on subject matters ranging from Financial Modelling, Business Continuity, Customer Relationship Management, Professional Development, Risk Management, Environme",manual page-image coding retained from verified resolution evidence,Guaranty Trust Bank (Ghana) Limited - 2024 - Annual Report.pdf,1.0,50.0,"vascular disease, mental health, and how to manage pregnancy and work. Periodic seminars and webinars are also organized for employees on wellness, security and health to improve their awareness and well-being. We also partnered with Claron Health International to provide medical screening for all permanent staff. The Operational Risk Management (ORM) Group in conjunction with the Compliance Group, Information Security Group and the Human Resource Group also published several awareness slides on Compliance, Cybersecurity, Health and Safety during the period in line with our commitment to empower and support employees. In line with our drive for capacity building, we trained more than 700 employees on subject matters ranging from Financial Modelling, Business Continuity, Customer Relationship Management, Professional Development, Risk Management, Environme",Retained after independent report-level cross-check.
Guaranty Trust Bank (Ghana) Limited,2024,ORI2,1.0,1.0,True,independent_visual_review,10.0,board risk (?:management )?committee,"f endeavour. The Directors possess the requisite skills and experience, integrity and business acumen to bring independent judgment to bear on Board deliberations for the good of the Bank. There are currently five (5) main committees through which the Board of Directors discharges its functions; Board Audit Committee, Board Risk Committee, Board Credit Committee, Board Cyber and Information Security Committee and the Board Nominations Committee. In addition to the Board Committees, there are five (5) Management Committees to ensure effective and good corporate governance at the Management level. 2.0 Disqualification of Directors, Employees and Key Management Personnel The Bank appoints and elects into the position of a director, managing director or key management personnel in compliance with Section 58 of Banks and Specialized Deposit-Taking Insti",manual page-image coding retained from verified resolution evidence,Guaranty Trust Bank (Ghana) Limited - 2024 - Annual Report.pdf,1.0,10.0,"f endeavour. The Directors possess the requisite skills and experience, integrity and business acumen to bring independent judgment to bear on Board deliberations for the good of the Bank. There are currently five (5) main committees through which the Board of Directors discharges its functions; Board Audit Committee, Board Risk Committee, Board Credit Committee, Board Cyber and Information Security Committee and the Board Nominations Committee. In addition to the Board Committees, there are five (5) Management Committees to ensure effective and good corporate governance at the Management level. 2.0 Disqualification of Directors, Employees and Key Management Personnel The Bank appoints and elects into the position of a director, managing director or key management personnel in compliance with Section 58 of Banks and Specialized Deposit-Taking Insti",Retained after independent report-level cross-check.
Guaranty Trust Bank (Ghana) Limited,2024,ORI3,1.0,1.0,True,independent_visual_review,43.0,disaster recovery,Risk Appetite Policy • GTBank Whistle Blowing Policy • Training and Development Policy • Compliance Policy • Ethics Policy • Data Protection Policy • Environmental & Social • Business Continuity & Disaster Management Policy Recovery Plan • Service Management Policy • Information Security Policy • Business Continuity & Disaster Recovery Plan 42,manual page-image coding retained from verified resolution evidence,Guaranty Trust Bank (Ghana) Limited - 2024 - Annual Report.pdf,1.0,43.0,Risk Appetite Policy • GTBank Whistle Blowing Policy • Training and Development Policy • Compliance Policy • Ethics Policy • Data Protection Policy • Environmental & Social • Business Continuity & Disaster Management Policy Recovery Plan • Service Management Policy • Information Security Policy • Business Continuity & Disaster Recovery Plan 42,Retained after independent report-level cross-check.
Guaranty Trust Bank (Ghana) Limited,2024,ORI4,1.0,1.0,True,independent_visual_review,10.0,information security,"perience, integrity and business acumen to bring independent judgment to bear on Board deliberations for the good of the Bank. There are currently five (5) main committees through which the Board of Directors discharges its functions; Board Audit Committee, Board Risk Committee, Board Credit Committee, Board Cyber and Information Security Committee and the Board Nominations Committee. In addition to the Board Committees, there are five (5) Management Committees to ensure effective and good corporate governance at the Management level. 2.0 Disqualification of Directors, Employees and Key Management Personnel The Bank appoints and elects into the position of a director, managing director or key management personnel in compliance with Section 58 of Banks and Specialized Deposit-Taking Institutions Act, 2016 (Act 930), any person other than one who: (i",manual page-image coding retained from verified resolution evidence,Guaranty Trust Bank (Ghana) Limited - 2024 - Annual Report.pdf,1.0,10.0,"perience, integrity and business acumen to bring independent judgment to bear on Board deliberations for the good of the Bank. There are currently five (5) main committees through which the Board of Directors discharges its functions; Board Audit Committee, Board Risk Committee, Board Credit Committee, Board Cyber and Information Security Committee and the Board Nominations Committee. In addition to the Board Committees, there are five (5) Management Committees to ensure effective and good corporate governance at the Management level. 2.0 Disqualification of Directors, Employees and Key Management Personnel The Bank appoints and elects into the position of a director, managing director or key management personnel in compliance with Section 58 of Banks and Specialized Deposit-Taking Institutions Act, 2016 (Act 930), any person other than one who: (i",Retained after independent report-level cross-check.
Guaranty Trust Bank (Ghana) Limited,2024,ORI5,1.0,1.0,True,independent_visual_review,9.0,internal control systems?,"follows: (i) We are of the opinion that the accounting and reporting policies of the Bank are in accordance with legal requirements and agreed ethical practices and that the scope and planning of both the external and internal audits for the full year ended 31 December 2024 were satisfactory and reinforced the Bank’s internal control system. (ii) We are satisfied that the Bank has complied with the provisions of Bank of Ghana’s Circular BSD/108/2011 “International Financial Reporting Standards (IFRS) Implementation” and hereby confirm that an aggregate amount of GHS 33,393,999 has been set aside as at 31 December 2024 in relation to differences in impairment provisions for loans and advances under International Financial Reporting Standard (IFRS 9 Financial Instruments) and Bank of Ghana Prudential/Impairment Guidelines. (iii) We are satisfied that t",manual page-image coding retained from verified resolution evidence,Guaranty Trust Bank (Ghana) Limited - 2024 - Annual Report.pdf,1.0,9.0,"follows: (i) We are of the opinion that the accounting and reporting policies of the Bank are in accordance with legal requirements and agreed ethical practices and that the scope and planning of both the external and internal audits for the full year ended 31 December 2024 were satisfactory and reinforced the Bank’s internal control system. (ii) We are satisfied that the Bank has complied with the provisions of Bank of Ghana’s Circular BSD/108/2011 “International Financial Reporting Standards (IFRS) Implementation” and hereby confirm that an aggregate amount of GHS 33,393,999 has been set aside as at 31 December 2024 in relation to differences in impairment provisions for loans and advances under International Financial Reporting Standard (IFRS 9 Financial Instruments) and Bank of Ghana Prudential/Impairment Guidelines. (iii) We are satisfied that t",Retained after independent report-level cross-check.
Guaranty Trust Bank (Ghana) Limited,2024,ORI6,1.0,1.0,True,independent_visual_review,9.0,"audit committee.{0,320}internal audit","Annual Report and Financial Statements for the year ended 31 December 2024 REPORT OF THE AUDIT COMMITTEE In accordance with corporate governance best practices contained in The Banking Business-Corporate Governance Directive 2018 and the Corporate Governance Disclosure Directive (CGDD) in May 2022 , the members of the Audit Committee of Guaranty Trust Bank (Ghana) Ltd hereby report as follows: (i) We are of the opinion that the accounting and reporting policies of the Bank are in accordance with legal requirements and agreed ethical practices and that the scope and planning of both the external and internal audits for the full year ended 31 December 2024 were satisfactory and reinforced the Bank’s internal control system. (ii) We are satisfied that the Bank has complied with the provisions of Bank of Ghana’s Circular BSD/108/2011 “International Financial Reporting Standards (IFRS) Implem",manual page-image coding retained from verified resolution evidence,Guaranty Trust Bank (Ghana) Limited - 2024 - Annual Report.pdf,1.0,9.0,"Annual Report and Financial Statements for the year ended 31 December 2024 REPORT OF THE AUDIT COMMITTEE In accordance with corporate governance best practices contained in The Banking Business-Corporate Governance Directive 2018 and the Corporate Governance Disclosure Directive (CGDD) in May 2022 , the members of the Audit Committee of Guaranty Trust Bank (Ghana) Ltd hereby report as follows: (i) We are of the opinion that the accounting and reporting policies of the Bank are in accordance with legal requirements and agreed ethical practices and that the scope and planning of both the external and internal audits for the full year ended 31 December 2024 were satisfactory and reinforced the Bank’s internal control system. (ii) We are satisfied that the Bank has complied with the provisions of Bank of Ghana’s Circular BSD/108/2011 “International Financial Reporting Standards (IFRS) Implem",Retained after independent report-level cross-check.
Guaranty Trust Bank (Ghana) Limited,2024,ORI7,1.0,1.0,True,independent_visual_review,12.0,anti-money laundering,"he long-term financial interest of the company, its exposure to risk and its ability to manage risk effectively. The Board approves and oversees the formulation and implementation of the: (i) overall risk strategy, including its risk tolerance/appetite; (ii) policies for risk, risk management and compliance, including anti-money laundering and combating the financing of terrorism risk; (iii) internal control systems; (iv) corporate governance framework, principles and corporate values including a code of conduct (v) compensation system 7.0 Duty of Care and Loyalty The members of the Board exercise a “duty of care” and “duty of loyalty” to the Bank at all times which is stipulated in the Companies Act, 2019 (Act 992) and the Policies and the Bank’s Board charter. 11",manual page-image coding retained from verified resolution evidence,Guaranty Trust Bank (Ghana) Limited - 2024 - Annual Report.pdf,1.0,12.0,"he long-term financial interest of the company, its exposure to risk and its ability to manage risk effectively. The Board approves and oversees the formulation and implementation of the: (i) overall risk strategy, including its risk tolerance/appetite; (ii) policies for risk, risk management and compliance, including anti-money laundering and combating the financing of terrorism risk; (iii) internal control systems; (iv) corporate governance framework, principles and corporate values including a code of conduct (v) compensation system 7.0 Duty of Care and Loyalty The members of the Board exercise a “duty of care” and “duty of loyalty” to the Bank at all times which is stipulated in the Companies Act, 2019 (Act 992) and the Policies and the Bank’s Board charter. 11",Retained after independent report-level cross-check.
Guaranty Trust Bank (Ghana) Limited,2024,ORI8,1.0,1.0,True,independent_visual_review,20.0,contingency plan for specific risks,The Board Risk Committee responsibilities include reviewing and recommending to the Board for approval the contingency plan for specific risks; the operational-risk note also lists development of contingency plans.,manual page-image coding retained from verified resolution evidence,Guaranty Trust Bank (Ghana) Limited - 2024 - Annual Report.pdf,0.0,20.0,The Board Risk Committee responsibilities include reviewing and recommending to the Board for approval the contingency plan for specific risks; the operational-risk note also lists development of contingency plans.,"The report contains only a generic contingency-plan responsibility or standard; no incident, crisis, disruption, or breach-response mechanism was disclosed."
Guaranty Trust Bank (Ghana) Limited,2025,ORI1,1.0,1.0,True,independent_visual_review,21.0,operational risk management,"edit Portfolio/FSRs March, May, August, November 2026 Compliance/AML Report March, May, August, November 2026 Customer Satisfaction Survey Report March 2026 ESG Report March, May, August, November 2026 Appraisals Committee Self-appraisal May 2026 Reviews/Approvals Market and Liquidity Risk Management Policy March 2026 Operational Risk Management Framework May 2026 ICAAP May 2026 Risk Appetite Statement March 2026 Contingency Funding Plan March 2026 ERM Framework March 2026 Global Market Trading Limit March 2026 ESG Related Policies March 2026 Compliance Policy August 2026 Know Your Customer Policy August 2026 2027 Compliance Programme November 2026 AML/CFT & P Policy November 2026 Ethics Policy March 2026 STR Framework March 2026 20",manual page-image coding retained from verified resolution evidence,Guaranty Trust Bank (Ghana) Limited - 2025 - Annual Report.pdf,1.0,21.0,"edit Portfolio/FSRs March, May, August, November 2026 Compliance/AML Report March, May, August, November 2026 Customer Satisfaction Survey Report March 2026 ESG Report March, May, August, November 2026 Appraisals Committee Self-appraisal May 2026 Reviews/Approvals Market and Liquidity Risk Management Policy March 2026 Operational Risk Management Framework May 2026 ICAAP May 2026 Risk Appetite Statement March 2026 Contingency Funding Plan March 2026 ERM Framework March 2026 Global Market Trading Limit March 2026 ESG Related Policies March 2026 Compliance Policy August 2026 Know Your Customer Policy August 2026 2027 Compliance Programme November 2026 AML/CFT & P Policy November 2026 Ethics Policy March 2026 STR Framework March 2026 20",Retained after independent report-level cross-check.
Guaranty Trust Bank (Ghana) Limited,2025,ORI2,1.0,1.0,True,independent_visual_review,10.0,board risk (?:management )?committee,"f endeavour. The Directors possess the requisite skills and experience, integrity and business acumen to bring independent judgment to bear on Board deliberations for the good of the Bank. There are currently five (5) main committees through which the Board of Directors discharges its functions; Board Audit Committee, Board Risk Committee, Board Credit Committee, Board Cyber, Information Security and Payment Systems Committee and the Board Nominations Committee. 2.0 Disqualification of Directors, Employees and Key Management Personnel The Bank appoints and elects into the position of a director, managing director or key management personnel in compliance with Section 58 of Banks and Specialized Deposit-Taking Institutions Act, 2016 (Act 930), any person other than one who: (i) has been adjudged to be of unsound mind or is detained as a person with",manual page-image coding retained from verified resolution evidence,Guaranty Trust Bank (Ghana) Limited - 2025 - Annual Report.pdf,1.0,10.0,"f endeavour. The Directors possess the requisite skills and experience, integrity and business acumen to bring independent judgment to bear on Board deliberations for the good of the Bank. There are currently five (5) main committees through which the Board of Directors discharges its functions; Board Audit Committee, Board Risk Committee, Board Credit Committee, Board Cyber, Information Security and Payment Systems Committee and the Board Nominations Committee. 2.0 Disqualification of Directors, Employees and Key Management Personnel The Bank appoints and elects into the position of a director, managing director or key management personnel in compliance with Section 58 of Banks and Specialized Deposit-Taking Institutions Act, 2016 (Act 930), any person other than one who: (i) has been adjudged to be of unsound mind or is detained as a person with",Retained after independent report-level cross-check.
Guaranty Trust Bank (Ghana) Limited,2025,ORI3,1.0,1.0,True,independent_visual_review,37.0,Business Continuity & Disaster Recovery Plan,"The approved policies list includes Business Continuity & Disaster Recovery Plan, and the senior-management disclosures also reference business-continuity and ISO 22301 expertise.",manual page-image coding retained from verified resolution evidence,Guaranty Trust Bank (Ghana) Limited - 2025 - Annual Report.pdf,1.0,37.0,"The approved policies list includes Business Continuity & Disaster Recovery Plan, and the senior-management disclosures also reference business-continuity and ISO 22301 expertise.",Retained after independent report-level cross-check.
Guaranty Trust Bank (Ghana) Limited,2025,ORI4,1.0,1.0,True,independent_visual_review,10.0,information security,"experience, integrity and business acumen to bring independent judgment to bear on Board deliberations for the good of the Bank. There are currently five (5) main committees through which the Board of Directors discharges its functions; Board Audit Committee, Board Risk Committee, Board Credit Committee, Board Cyber, Information Security and Payment Systems Committee and the Board Nominations Committee. 2.0 Disqualification of Directors, Employees and Key Management Personnel The Bank appoints and elects into the position of a director, managing director or key management personnel in compliance with Section 58 of Banks and Specialized Deposit-Taking Institutions Act, 2016 (Act 930), any person other than one who: (i) has been adjudged to be of unsound mind or is detained as a person with a mental disorder under any relevant enactment; (ii) has be",manual page-image coding retained from verified resolution evidence,Guaranty Trust Bank (Ghana) Limited - 2025 - Annual Report.pdf,1.0,10.0,"experience, integrity and business acumen to bring independent judgment to bear on Board deliberations for the good of the Bank. There are currently five (5) main committees through which the Board of Directors discharges its functions; Board Audit Committee, Board Risk Committee, Board Credit Committee, Board Cyber, Information Security and Payment Systems Committee and the Board Nominations Committee. 2.0 Disqualification of Directors, Employees and Key Management Personnel The Bank appoints and elects into the position of a director, managing director or key management personnel in compliance with Section 58 of Banks and Specialized Deposit-Taking Institutions Act, 2016 (Act 930), any person other than one who: (i) has been adjudged to be of unsound mind or is detained as a person with a mental disorder under any relevant enactment; (ii) has be",Retained after independent report-level cross-check.
Guaranty Trust Bank (Ghana) Limited,2025,ORI5,1.0,1.0,True,independent_visual_review,9.0,internal control systems?,"follows: (i) We are of the opinion that the accounting and reporting policies of the Bank are in accordance with legal requirements and agreed ethical practices and that the scope and planning of both the external and internal audits for the full year ended 31 December 2025 were satisfactory and reinforced the Bank’s internal control system. (ii) We are satisfied that the Bank has complied with the provisions of Bank of Ghana’s Circular BSD/108/2011 “International Financial Reporting Standards (IFRS) Implementation” and hereby confirm that an aggregate amount of GHS 116,473,206 has been set aside as at 31 December 2025 in relation to differences in impairment provisions for loans and advances under International Financial Reporting Standard (IFRS 9 Financial Instruments) and Bank of Ghana Prudential/Impairment Guidelines. (iii) We are satisfied that",manual page-image coding retained from verified resolution evidence,Guaranty Trust Bank (Ghana) Limited - 2025 - Annual Report.pdf,1.0,9.0,"follows: (i) We are of the opinion that the accounting and reporting policies of the Bank are in accordance with legal requirements and agreed ethical practices and that the scope and planning of both the external and internal audits for the full year ended 31 December 2025 were satisfactory and reinforced the Bank’s internal control system. (ii) We are satisfied that the Bank has complied with the provisions of Bank of Ghana’s Circular BSD/108/2011 “International Financial Reporting Standards (IFRS) Implementation” and hereby confirm that an aggregate amount of GHS 116,473,206 has been set aside as at 31 December 2025 in relation to differences in impairment provisions for loans and advances under International Financial Reporting Standard (IFRS 9 Financial Instruments) and Bank of Ghana Prudential/Impairment Guidelines. (iii) We are satisfied that",Retained after independent report-level cross-check.
Guaranty Trust Bank (Ghana) Limited,2025,ORI6,1.0,1.0,True,independent_visual_review,9.0,"audit committee.{0,320}internal audit","Annual Report and Financial Statements for the year ended 31 December 2025 REPORT OF THE AUDIT COMMITTEE In accordance with corporate governance best practices contained in The Banking Business-Corporate Governance Directive 2018 and the Corporate Governance Disclosure Directive (CGDD) in May 2022 , the members of the Audit Committee of Guaranty Trust Bank (Ghana) Ltd hereby report as follows: (i) We are of the opinion that the accounting and reporting policies of the Bank are in accordance with legal requirements and agreed ethical practices and that the scope and planning of both the external and internal audits for the full year ended 31 December 2025 were satisfactory and reinforced the Bank’s internal control system. (ii) We are satisfied that the Bank has complied with the provisions of Bank of Ghana’s Circular BSD/108/2011 “International Financial Reporting Standards (IFRS) Implem",manual page-image coding retained from verified resolution evidence,Guaranty Trust Bank (Ghana) Limited - 2025 - Annual Report.pdf,1.0,9.0,"Annual Report and Financial Statements for the year ended 31 December 2025 REPORT OF THE AUDIT COMMITTEE In accordance with corporate governance best practices contained in The Banking Business-Corporate Governance Directive 2018 and the Corporate Governance Disclosure Directive (CGDD) in May 2022 , the members of the Audit Committee of Guaranty Trust Bank (Ghana) Ltd hereby report as follows: (i) We are of the opinion that the accounting and reporting policies of the Bank are in accordance with legal requirements and agreed ethical practices and that the scope and planning of both the external and internal audits for the full year ended 31 December 2025 were satisfactory and reinforced the Bank’s internal control system. (ii) We are satisfied that the Bank has complied with the provisions of Bank of Ghana’s Circular BSD/108/2011 “International Financial Reporting Standards (IFRS) Implem",Retained after independent report-level cross-check.
Guaranty Trust Bank (Ghana) Limited,2025,ORI7,1.0,1.0,True,independent_visual_review,12.0,anti-money laundering,"he long-term financial interest of the company, its exposure to risk and its ability to manage risk effectively. The Board approves and oversees the formulation and implementation of the: (i) overall risk strategy, including its risk tolerance/appetite; (ii) policies for risk, risk management and compliance, including anti-money laundering and combating the financing of terrorism risk; (iii) internal control systems; (iv) corporate governance framework, principles and corporate values including a code of conduct (v) compensation system 8.0 Duty of Care and Loyalty The members of the Board exercise a “duty of care” and “duty of loyalty” to the Bank at all times which is stipulated in the Companies Act, 2019 (Act 992) and the Policies and the Bank’s Board charter. 11",manual page-image coding retained from verified resolution evidence,Guaranty Trust Bank (Ghana) Limited - 2025 - Annual Report.pdf,1.0,12.0,"he long-term financial interest of the company, its exposure to risk and its ability to manage risk effectively. The Board approves and oversees the formulation and implementation of the: (i) overall risk strategy, including its risk tolerance/appetite; (ii) policies for risk, risk management and compliance, including anti-money laundering and combating the financing of terrorism risk; (iii) internal control systems; (iv) corporate governance framework, principles and corporate values including a code of conduct (v) compensation system 8.0 Duty of Care and Loyalty The members of the Board exercise a “duty of care” and “duty of loyalty” to the Bank at all times which is stipulated in the Companies Act, 2019 (Act 992) and the Policies and the Bank’s Board charter. 11",Retained after independent report-level cross-check.
Guaranty Trust Bank (Ghana) Limited,2025,ORI8,1.0,1.0,True,independent_visual_review,20.0,contingency plan for specific risks,The Board Risk Committee responsibilities include reviewing and recommending to the Board for approval the contingency plan for specific risks; the operational-risk note also lists development of contingency plans.,manual page-image coding retained from verified resolution evidence,Guaranty Trust Bank (Ghana) Limited - 2025 - Annual Report.pdf,0.0,20.0,The Board Risk Committee responsibilities include reviewing and recommending to the Board for approval the contingency plan for specific risks; the operational-risk note also lists development of contingency plans.,"The report contains only a generic contingency-plan responsibility or standard; no incident, crisis, disruption, or breach-response mechanism was disclosed."
Republic Bank (Ghana) PLC,2020,ORI1,1.0,1.0,True,bounded_concept_specific_text_search,19.0,operational risk management,"Amiel Adjorkor Codjoe Senior Manager, Compliance Mr. Ferguson Ofori-Atta Senior Manager, Finance Mr. Hans Awude Senior Manager, Legal ( Resigned Dec. 2020) Francis Adjepong Ag. Senior Manager, Treasury, (Appionted Nov. 2020) Mr. Emmanuel Fobri Senior Manager, Credit Risk Management Mr. Randy Osei Pipim Senior Manager, Operational Risk Management Mr. Dan Mohenu Senior Manager, Retail Banking Mr. Festus Habada Senior Manager, Recoveries & Collections Mr. Alfred Noonoo Senior Manager, Administration Mr. George Teisika Leigh Manager, Credit Administration Mr. Elvis Agyare-Boakye Chief Risk Ofﬁcer Mr. Maxwell Adjin-Tettey Manager, Strategic Planning & Research Zonal Managers Ms. Jessica Benson Dzam Zonal Manager, Accra Zone Mr. Daniel Obeng Zonal Manager, Tema Zone Mr. Pious Twum Barimah Zonal Manager, Northern Zone (Appointed Nov 2020) Mr. Akwasi Peprah-Odoom",explicit evidence located,Republic Bank (Ghana) PLC - 2020 - Annual Report.pdf,1.0,19.0,"Amiel Adjorkor Codjoe Senior Manager, Compliance Mr. Ferguson Ofori-Atta Senior Manager, Finance Mr. Hans Awude Senior Manager, Legal ( Resigned Dec. 2020) Francis Adjepong Ag. Senior Manager, Treasury, (Appionted Nov. 2020) Mr. Emmanuel Fobri Senior Manager, Credit Risk Management Mr. Randy Osei Pipim Senior Manager, Operational Risk Management Mr. Dan Mohenu Senior Manager, Retail Banking Mr. Festus Habada Senior Manager, Recoveries & Collections Mr. Alfred Noonoo Senior Manager, Administration Mr. George Teisika Leigh Manager, Credit Administration Mr. Elvis Agyare-Boakye Chief Risk Ofﬁcer Mr. Maxwell Adjin-Tettey Manager, Strategic Planning & Research Zonal Managers Ms. Jessica Benson Dzam Zonal Manager, Accra Zone Mr. Daniel Obeng Zonal Manager, Tema Zone Mr. Pious Twum Barimah Zonal Manager, Northern Zone (Appointed Nov 2020) Mr. Akwasi Peprah-Odoom",Retained after independent report-level cross-check.
Republic Bank (Ghana) PLC,2020,ORI2,1.0,1.0,True,bounded_concept_specific_text_search,31.0,"(?:risk|cyber|information security|technology) committee.{0,180}(?:board|oversight)","s business. Board Committees The Board had ﬁve (5) standing Committees to assist in fulﬁlling Key aspects of the Bank’s Corporate Governance its mandate in 2020. These were the F i n a n c e & Credit Framework are outlined below:- Committee, the Remuneration & Nominations Committee, the Audit Committee, the Enterprise Risk Committee and the Cyber The Board Of Directors & Information Security Committee. The Board is responsible for the overall stewardship and leadership of the Bank, which includes the All the Board’s Committees operate in accordance with the determination of strategic direction and risk appetite, terms of reference set out in the formal Board Charter. Details championing and guiding the governance, culture of the Committees are as follows:- and values of the Bank and its people to deliver long term sustainable shareholder value. Finance & Credit Committee The main respons",explicit evidence located,Republic Bank (Ghana) PLC - 2020 - Annual Report.pdf,1.0,31.0,"s business. Board Committees The Board had ﬁve (5) standing Committees to assist in fulﬁlling Key aspects of the Bank’s Corporate Governance its mandate in 2020. These were the F i n a n c e & Credit Framework are outlined below:- Committee, the Remuneration & Nominations Committee, the Audit Committee, the Enterprise Risk Committee and the Cyber The Board Of Directors & Information Security Committee. The Board is responsible for the overall stewardship and leadership of the Bank, which includes the All the Board’s Committees operate in accordance with the determination of strategic direction and risk appetite, terms of reference set out in the formal Board Charter. Details championing and guiding the governance, culture of the Committees are as follows:- and values of the Bank and its people to deliver long term sustainable shareholder value. Finance & Credit Committee The main respons",Retained after independent report-level cross-check.
Republic Bank (Ghana) PLC,2020,ORI3,0.0,0.0,True,bounded_concept_specific_text_search,,,,no explicit evidence located,Republic Bank (Ghana) PLC - 2020 - Annual Report.pdf,0.0,,,Retained after independent report-level cross-check.
Republic Bank (Ghana) PLC,2020,ORI4,1.0,1.0,True,bounded_concept_specific_text_search,31.0,information security,"nding Committees to assist in fulﬁlling Key aspects of the Bank’s Corporate Governance its mandate in 2020. These were the F i n a n c e & Credit Framework are outlined below:- Committee, the Remuneration & Nominations Committee, the Audit Committee, the Enterprise Risk Committee and the Cyber The Board Of Directors & Information Security Committee. The Board is responsible for the overall stewardship and leadership of the Bank, which includes the All the Board’s Committees operate in accordance with the determination of strategic direction and risk appetite, terms of reference set out in the formal Board Charter. Details championing and guiding the governance, culture of the Committees are as follows:- and values of the Bank and its people to deliver long term sustainable shareholder value. Finance & Credit Committee The main responsibilities of t",explicit evidence located,Republic Bank (Ghana) PLC - 2020 - Annual Report.pdf,1.0,31.0,"nding Committees to assist in fulﬁlling Key aspects of the Bank’s Corporate Governance its mandate in 2020. These were the F i n a n c e & Credit Framework are outlined below:- Committee, the Remuneration & Nominations Committee, the Audit Committee, the Enterprise Risk Committee and the Cyber The Board Of Directors & Information Security Committee. The Board is responsible for the overall stewardship and leadership of the Bank, which includes the All the Board’s Committees operate in accordance with the determination of strategic direction and risk appetite, terms of reference set out in the formal Board Charter. Details championing and guiding the governance, culture of the Committees are as follows:- and values of the Bank and its people to deliver long term sustainable shareholder value. Finance & Credit Committee The main responsibilities of t",Retained after independent report-level cross-check.
Republic Bank (Ghana) PLC,2020,ORI5,1.0,1.0,True,bounded_concept_specific_text_search,33.0,internal control framework,"n which it The Board is ultimately responsible for the integrity and adequacy operates. The Bank chooses to be a driving force in this space, of the Bank’s internal control systems: towards this end the Board being a Bank with a heart in the Ghanaian market. promotes the independence, credibility and robustness of the internal control framework. The Board is also responsible for and The Bank’s CSR operates under the Republic Financial Holdings committed to overseeing the management of the Bank’s risks to Group’s ‘Power to Make a Difference’ (PMAD) brand which is built meet business objectives and ensure compliance with relevant on four main pillars namely:- laws, regulations and improve resilience to external events. As a • Power to Learn – which deals with engaging the youth result, the Board has put in place various systems of internal through educatio",explicit evidence located,Republic Bank (Ghana) PLC - 2020 - Annual Report.pdf,1.0,33.0,"n which it The Board is ultimately responsible for the integrity and adequacy operates. The Bank chooses to be a driving force in this space, of the Bank’s internal control systems: towards this end the Board being a Bank with a heart in the Ghanaian market. promotes the independence, credibility and robustness of the internal control framework. The Board is also responsible for and The Bank’s CSR operates under the Republic Financial Holdings committed to overseeing the management of the Bank’s risks to Group’s ‘Power to Make a Difference’ (PMAD) brand which is built meet business objectives and ensure compliance with relevant on four main pillars namely:- laws, regulations and improve resilience to external events. As a • Power to Learn – which deals with engaging the youth result, the Board has put in place various systems of internal through educatio",Retained after independent report-level cross-check.
Republic Bank (Ghana) PLC,2020,ORI6,1.0,1.0,True,bounded_concept_specific_text_search,33.0,internal audit (?:department|unit|reports?|plan|activities|assurance),"s control under its direction and supervision, principally the Internal • Power to Care – which focuses on health issues, caring Audit, Enterprise Risk and Compliance functions. for the elderly and bringing awareness to the differently abled Internal Audit • Power to Help – which deals with poverty alleviation and The Internal Audit Department, which is independent of • Power to Succeed – which deals with environmental Management, reports directly to the Audit Committee of the issues, entrepreneurship and sport development. Board. The major responsibility of the Department is reviewing For the year 2020, the Bank’s main CSR drive was in support of the effectiveness of the internal control systems in the Bank, education, building the capacity of businesses, youth development governance and risk management and providing assurance and and providing support",explicit evidence located,Republic Bank (Ghana) PLC - 2020 - Annual Report.pdf,1.0,33.0,"s control under its direction and supervision, principally the Internal • Power to Care – which focuses on health issues, caring Audit, Enterprise Risk and Compliance functions. for the elderly and bringing awareness to the differently abled Internal Audit • Power to Help – which deals with poverty alleviation and The Internal Audit Department, which is independent of • Power to Succeed – which deals with environmental Management, reports directly to the Audit Committee of the issues, entrepreneurship and sport development. Board. The major responsibility of the Department is reviewing For the year 2020, the Bank’s main CSR drive was in support of the effectiveness of the internal control systems in the Bank, education, building the capacity of businesses, youth development governance and risk management and providing assurance and and providing support",Retained after independent report-level cross-check.
