bank,year,financials_status,board_status,ori_status,overall_status,manual_review_date,corrections,notes
Standard Chartered Bank Ghana PLC,2022,verified,verified,verified,verified_no_change,2026-08-30,No dataset value changes required,"Financial values are verified from the 2022 Bank columns in GHS thousands and normalized to absolute GHS: loss after tax -299,634,000; total assets 10,367,004,000; total liabilities 9,039,646,000; cash and cash equivalents 3,978,479,000. The dataset correctly uses Bank-column values rather than Group-column values. Board composition is verified from the approval-date statement at 7 directors, three executive directors and four non-executive directors, out of which 3 are independent; board independence is 3/7 = 0.4285714285714285. ORI3 remains 1 because the Board Cyber and Information Security Risk Committee reviewed work plans for cyber and information security, business continuity and disaster recovery, and recommended them to the Board for approval. ORI8 remains 1 because the committee received reports from the Crisis Management Group. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Standard Chartered Bank Ghana PLC,2023,verified,verified,verified,verified_no_change,2026-08-30,No dataset value changes required,"Financial values are verified from the 2023 Bank columns in GHS thousands and normalized to absolute GHS: profit after tax 864,391,000; total assets 13,920,755,000; total liabilities 11,995,962,000; cash and cash equivalents 4,309,599,000. Board composition is retained from the approval-date statement at 9 directors, four executive directors and five non-executive directors, out of which 3 are independent; board independence is 3/9 = 0.3333333333333333. ORI3 remains 1 because the Board Cyber and Information Security Risk Committee reviewed work plans for cyber and information security, business continuity and disaster recovery and recommended them to the Board for approval. ORI8 remains 1 because the committee reviewed the Bank's cyber security breach response and crisis management plan and received reports from the Crisis Management Group. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Standard Chartered Bank Ghana PLC,2024,verified,verified,verified,verified_no_change,2026-08-30,No dataset value changes required,"Financial values are verified from the 2024 statement in GHS thousands and normalized to absolute GHS: profit after tax 708,385,000; total assets 14,300,301,000; total liabilities 12,262,150,000; cash and cash equivalents 4,593,873,000. Board composition is verified from the approval-date statement at 9 directors, four executive directors and five non-executive directors, out of which 4 are independent; board independence is 4/9 = 0.4444444444444444. ORI3 remains 1 because the Board Cyber and Information Security Risk and Payment Systems Committee report states that adequate business resilience arrangements for disaster recovery and business continuity are in place. ORI8 remains 1 because the committee received reports from the Crisis Management Group. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Standard Chartered Bank Ghana PLC,2025,verified,verified,verified,verified_no_change,2026-08-30,No dataset value changes required,"Financial values are verified from the 2025 Bank columns in GHS thousands and normalized to absolute GHS: profit after tax 798,681,000; total assets 16,502,639,000; total liabilities 13,692,818,000; cash and cash equivalents 6,106,101,000. Board composition is verified from the approval-date statement at 9 directors, four executive directors and five non-executive directors, out of which 4 are independent; board independence is 4/9 = 0.4444444444444444. ORI3 remains 1 because the Board Cyber, Information Security & Payment Systems Committee reviewed and recommended the refreshed Business Continuity Plan for Board approval and received reports on business continuity and cyber crisis simulation exercises. ORI8 remains 1 because the committee reviewed cyber incident management, crisis management preparedness, simulation exercises and lessons from real incidents. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
United Bank for Africa (UBA Ghana) Limited,2020,verified,corrected,verified,corrected_and_verified,2026-09-02,Independent-director count corrected from 7 to 6; board independence corrected from 0.583333 to 0.500000.,"Four core financial values independently matched to the report statement pages: total_assets p.63; total_liabilities p.63; cash_and_cash_equivalents p.63; profit_after_tax p.62. Year-end board composition verified on PDF p.45: 12 directors, 6 independent; ratio 0.500000. ORI1 p.105; ORI2 p.45 and p.80; ORI3 p.54-55; ORI4 p.49; ORI5 p.27; ORI6 p.27; ORI7 p.50; ORI8 p.54. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%. Negative ORI codes were retained only where no explicit qualifying disclosure was located after full-report search."
United Bank for Africa (UBA Ghana) Limited,2021,verified,verified,verified,corrected_and_verified,2026-08-29,Recovered genuine UBA Ghana 2021 annual report; row changed from source-limited comparative-only to complete; ORI3 corrected to 1; ORI score set to 100.0,"Financial values are verified from the 2021 statement pages: profit for the year 141,764,737 (p.70); cash and bank balances 1,040,251,267, total assets 5,373,199,867 and total liabilities 4,240,518,624 (p.71). Board composition is verified on p.51 at 12 directors, 6 independent directors, 4 non-executive directors and 2 executive directors. ORI1 p.113; ORI2 p.51; ORI3 p.62 explicit Business Continuity Management and Business Recovery Plan; ORI4 p.52 and p.62; ORI5 p.33 and p.53; ORI6 p.33 and p.54; ORI7 p.44 and p.51; ORI8 p.62 crisis management and business recovery. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
United Bank for Africa (UBA Ghana) Limited,2022,verified,verified,verified,verified_no_change,2026-09-02,,"Four core financial values independently matched to the report statement pages: total_assets p.68; total_liabilities p.68; cash_and_cash_equivalents p.68; profit_after_tax p.67. Year-end board composition verified on PDF p.47: 10 directors, 5 independent; ratio 0.500000. ORI1 p.111; ORI2 p.47 and p.87; ORI3 p.58-59; ORI4 p.52; ORI5 p.33; ORI6 p.33 and p.55; ORI7 p.54; ORI8 p.58. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%. Negative ORI codes were retained only where no explicit qualifying disclosure was located after full-report search."
United Bank for Africa (UBA Ghana) Limited,2023,verified,verified,verified,verified_no_change,2026-09-02,,"Four core financial values independently matched to the report statement pages: total_assets p.70; total_liabilities p.70; cash_and_cash_equivalents p.70; profit_after_tax p.69. Year-end board composition verified on PDF p.50: 10 directors, 5 independent; ratio 0.500000. ORI1 p.112; ORI2 p.50 and p.88; ORI3 not located; ORI4 p.55; ORI5 p.34 and p.62; ORI6 p.62; ORI7 p.59; ORI8 not located. ORI vector [1,1,0,1,1,1,1,0]; score 75.0%. Negative ORI codes were retained only where no explicit qualifying disclosure was located after full-report search."
United Bank for Africa (UBA Ghana) Limited,2024,verified,verified,verified,corrected_and_verified,2026-08-29,ORI8 corrected from 0 to 1; ORI score corrected from 75.0 to 87.5,"Financial values are verified from the 2024 statement pages: profit for the year 164,312,480; cash and bank balances 3,752,966,689; total assets 9,847,835,436; total liabilities 8,356,414,133. Board composition is verified at 9 directors and 4 independent directors. ORI1 p. 118; ORI2 p. 13 and p. 52; ORI4 p. 52; ORI5 p. 24-25 and p. 68; ORI6 p. 25 and p. 70; ORI7 p. 17 and p. 71; ORI8 p. 118. ORI3 retained at 0 because no explicit business-continuity or disaster-recovery disclosure was located; the continuity reference on p. 51 is succession continuity. ORI vector [1,1,0,1,1,1,1,1]; score 87.5%."
United Bank for Africa (UBA Ghana) Limited,2025,verified,verified,verified,corrected_and_verified,2026-08-29,Recovered genuine UBA Ghana 2025 annual report; row changed from source-excluded blank to complete; ORI3 retained at 0; ORI score set to 87.5,"Financial values are verified from the 2025 statement pages: profit for the year 407,103,604; cash and bank balances 2,907,805,813; total assets 11,541,568,484; total liabilities 9,645,823,716. Board composition is verified on p. 50 at 9 directors, 5 independent directors, 2 non-executive directors and 2 executive directors. ORI1 p. 117; ORI2 p. 55 and p. 59; ORI4 p. 55-56; ORI5 p. 59; ORI6 p. 63; ORI7 p. 60 and p. 67; ORI8 p. 107 and p. 117. ORI3 retained at 0 because no explicit business-continuity or disaster-recovery disclosure was located; the continuity reference on p. 51 is succession continuity and p. 107 is liquidity contingency funding. ORI vector [1,1,0,1,1,1,1,1]; score 87.5%."
Zenith Bank (Ghana) Limited,2020,verified,verified,corrected,corrected_and_verified,2026-08-29,ORI1 corrected from 0 to 1; ORI score corrected from 62.5 to 75.0,"Financial values are verified from the 2020 statement pages in GHS thousands and normalized to absolute GHS: profit after tax 338,126,000; total assets 8,034,580,000; total liabilities 6,577,786,000; cash and cash equivalents 1,096,820,000. Board composition is verified at 7 directors and 3 independent non-executive directors. ORI1 p.84 is supported by explicit Operational Risk Management (ORM) language describing the ORM framework, methodologies, policies, procedures, monitoring and reporting. ORI3 remains 0 because no explicit business-continuity or disaster-recovery disclosure was located. ORI8 remains 0 because no explicit crisis-management, incident-response, disruption-response or recovery-from-incident disclosure was located. ORI vector [1,1,0,1,1,1,1,0]; score 75.0%."
Zenith Bank (Ghana) Limited,2021,verified,verified,verified,verified_no_change,2026-09-02,,"Four core financial values independently matched to the report statement pages: total_assets p.51; total_liabilities p.51; cash_and_cash_equivalents p.53; profit_after_tax p.6. Year-end board composition verified on PDF p.38: 7 directors, 3 independent; ratio 0.428571. ORI1 p.95; ORI2 p.69; ORI3 not located; ORI4 p.35 and p.39; ORI5 p.41 and p.69; ORI6 p.95; ORI7 p.42 and p.48; ORI8 not located. ORI vector [1,1,0,1,1,1,1,0]; score 75.0%. Negative ORI codes were retained only where no explicit qualifying disclosure was located after full-report search."
Zenith Bank (Ghana) Limited,2022,verified,verified,corrected,corrected_and_verified,2026-08-29,ORI1 corrected from 0 to 1; ORI score corrected from 62.5 to 75.0,"Financial values are verified from the 2022 statement pages in GHS thousands and normalized to absolute GHS where directly available: profit after tax -419,770,000; total assets 9,659,571,000; total liabilities 8,677,204,000. Cash and cash equivalents 2,286,213,000 remains supported by the 2023 comparative cash-flow statement; the 2022 extracted packet directly shows cash and bank balances of 2,963,202,000. Board composition is verified at 6 directors and 3 independent non-executive directors. ORI1 p.134 is supported by explicit Operational Risk Management (ORM) language describing the ORM framework, methodologies, policies, procedures, monitoring and risk mitigation tools. ORI3 remains 0 because no explicit business-continuity or disaster-recovery disclosure was located. ORI8 remains 0 because no explicit crisis-management, incident-response, disruption-response or recovery-from-incident disclosure was located. ORI vector [1,1,0,1,1,1,1,0]; score 75.0%."
Zenith Bank (Ghana) Limited,2023,verified,verified,verified,verified_no_change,2026-09-02,,"Four core financial values independently matched to the report statement pages: total_assets p.60; total_liabilities p.60; cash_and_cash_equivalents p.62; profit_after_tax p.59. Year-end board composition verified on PDF p.38: 8 directors, 4 independent; ratio 0.500000. ORI1 p.120; ORI2 p.75; ORI3 not located; ORI4 p.48; ORI5 p.52 and p.75; ORI6 p.52 and p.120; ORI7 p.58; ORI8 not located. ORI vector [1,1,0,1,1,1,1,0]; score 75.0%. Negative ORI codes were retained only where no explicit qualifying disclosure was located after full-report search."
Zenith Bank (Ghana) Limited,2024,verified,verified,corrected,corrected_and_verified,2026-08-29,ORI2 corrected from 0 to 1; ORI6 corrected from 0 to 1; ORI7 corrected from 0 to 1; ORI score corrected from 37.5 to 75.0,"Financial values are verified from the 2024 statement pages in GHS thousands and normalized to absolute GHS: profit after tax 451,978,000; total assets 19,127,133,000; total liabilities 17,074,861,000; cash and cash equivalents 5,847,300,000. Board composition is verified at 8 directors and 4 independent non-executive directors. ORI1 is supported by explicit Operational Risk Management (ORM) language. ORI2 is supported by the Risk & Cyber Security Committee disclosure. ORI4 is supported by the Internal Control Framework disclosure. ORI5 is supported by Cyber Information Security training and Risk & Cyber Security Committee disclosure. ORI6 is supported by the Internal Audit disclosure. ORI7 is supported by Board AML/CFT training and in-house AML/CFT evaluation. ORI3 remains 0 because no explicit business-continuity or disaster-recovery disclosure was located. ORI8 remains 0 because no explicit crisis-management, incident-response, disruption-response or recovery-from-incident disclosure was located. ORI vector [1,1,0,1,1,1,1,0]; score 75.0%."
Zenith Bank (Ghana) Limited,2025,verified,verified,verified,verified_no_change,2026-09-02,,"Four core financial values independently matched to the report statement pages: total_assets p.72; total_liabilities p.72; cash_and_cash_equivalents p.74; profit_after_tax p.24. Year-end board composition verified on PDF p.40: 10 directors, 6 independent; ratio 0.600000. ORI1 p.127; ORI2 p.87; ORI3 not located; ORI4 p.54 and p.61; ORI5 p.63 and p.87; ORI6 p.63 and p.127; ORI7 p.35; ORI8 not located. ORI vector [1,1,0,1,1,1,1,0]; score 75.0%. Negative ORI codes were retained only where no explicit qualifying disclosure was located after full-report search."
